open_time,close_time,symbol,interval,open,high,low,close,volume,num_trades
2025-02-16 08:00:00+00:00,2025-02-16 11:59:59.999000+00:00,HYPE,4h,25.945,26.536,25.909,26.434,479928.15,19040
2025-02-16 12:00:00+00:00,2025-02-16 15:59:59.999000+00:00,HYPE,4h,26.431,26.582,25.702,26.249,527108.99,21411
2025-02-16 16:00:00+00:00,2025-02-16 19:59:59.999000+00:00,HYPE,4h,26.249,26.77,25.989,26.373,594672.05,24958
2025-02-16 20:00:00+00:00,2025-02-16 23:59:59.999000+00:00,HYPE,4h,26.373,26.964,26.216,26.814,676286.79,27029
2025-02-17 00:00:00+00:00,2025-02-17 03:59:59.999000+00:00,HYPE,4h,26.801,27.0,26.093,26.136,742932.35,26221
2025-02-17 04:00:00+00:00,2025-02-17 07:59:59.999000+00:00,HYPE,4h,26.149,26.15,25.354,25.477,1099695.9,34042
2025-02-17 08:00:00+00:00,2025-02-17 11:59:59.999000+00:00,HYPE,4h,25.476,25.942,25.341,25.741,621425.3,22837
2025-02-17 12:00:00+00:00,2025-02-17 15:59:59.999000+00:00,HYPE,4h,25.736,26.47,25.435,25.528,1025162.46,34033
2025-02-17 16:00:00+00:00,2025-02-17 19:59:59.999000+00:00,HYPE,4h,25.528,25.64,24.853,25.5,1420378.34,39717
2025-02-17 20:00:00+00:00,2025-02-17 23:59:59.999000+00:00,HYPE,4h,25.498,25.935,25.25,25.405,842576.78,28080
2025-02-18 00:00:00+00:00,2025-02-18 03:59:59.999000+00:00,HYPE,4h,25.406,25.749,25.33,25.719,434445.55,16330
2025-02-18 04:00:00+00:00,2025-02-18 07:59:59.999000+00:00,HYPE,4h,25.724,27.768,25.02,25.637,4750870.47,110981
2025-02-18 08:00:00+00:00,2025-02-18 11:59:59.999000+00:00,HYPE,4h,25.637,26.008,23.754,23.953,3372247.2,82008
2025-02-18 12:00:00+00:00,2025-02-18 15:59:59.999000+00:00,HYPE,4h,23.958,24.95,23.5,23.539,2760130.38,73088
2025-02-18 16:00:00+00:00,2025-02-18 19:59:59.999000+00:00,HYPE,4h,23.538,23.907,22.309,23.621,3769644.67,88199
2025-02-18 20:00:00+00:00,2025-02-18 23:59:59.999000+00:00,HYPE,4h,23.611,24.18,22.631,24.107,2265414.06,66013
2025-02-19 00:00:00+00:00,2025-02-19 03:59:59.999000+00:00,HYPE,4h,24.105,24.379,23.441,24.105,1084519.11,29826
2025-02-19 04:00:00+00:00,2025-02-19 07:59:59.999000+00:00,HYPE,4h,24.099,24.25,22.502,23.398,1697265.06,42380
2025-02-19 08:00:00+00:00,2025-02-19 11:59:59.999000+00:00,HYPE,4h,23.385,23.525,22.7,23.458,1078230.15,37241
2025-02-19 12:00:00+00:00,2025-02-19 15:59:59.999000+00:00,HYPE,4h,23.461,23.575,22.977,23.273,917919.49,33030
2025-02-19 16:00:00+00:00,2025-02-19 19:59:59.999000+00:00,HYPE,4h,23.266,24.188,23.235,23.918,1468898.96,39625
2025-02-19 20:00:00+00:00,2025-02-19 23:59:59.999000+00:00,HYPE,4h,23.934,24.568,23.742,24.069,1406346.74,41075
2025-02-20 00:00:00+00:00,2025-02-20 03:59:59.999000+00:00,HYPE,4h,24.069,24.859,23.997,24.683,818674.25,29479
2025-02-20 04:00:00+00:00,2025-02-20 07:59:59.999000+00:00,HYPE,4h,24.681,24.971,24.35,24.577,686329.43,27624
2025-02-20 08:00:00+00:00,2025-02-20 11:59:59.999000+00:00,HYPE,4h,24.568,25.224,24.34,24.993,744225.27,29418
2025-02-20 12:00:00+00:00,2025-02-20 15:59:59.999000+00:00,HYPE,4h,24.986,25.163,23.96,24.056,1263819.84,44058
2025-02-20 16:00:00+00:00,2025-02-20 19:59:59.999000+00:00,HYPE,4h,24.055,24.932,23.98,24.573,957016.89,30882
2025-02-20 20:00:00+00:00,2025-02-20 23:59:59.999000+00:00,HYPE,4h,24.573,24.96,24.081,24.479,1134626.68,30110
2025-02-21 00:00:00+00:00,2025-02-21 03:59:59.999000+00:00,HYPE,4h,24.479,24.809,24.465,24.779,579722.11,21265
2025-02-21 04:00:00+00:00,2025-02-21 07:59:59.999000+00:00,HYPE,4h,24.779,25.3,24.759,24.848,669924.99,20352
2025-02-21 08:00:00+00:00,2025-02-21 11:59:59.999000+00:00,HYPE,4h,24.863,25.446,24.811,25.019,602393.58,18996
2025-02-21 12:00:00+00:00,2025-02-21 15:59:59.999000+00:00,HYPE,4h,25.019,25.493,23.677,25.272,2334239.73,52446
2025-02-21 16:00:00+00:00,2025-02-21 19:59:59.999000+00:00,HYPE,4h,25.272,26.0,23.742,24.207,3961757.84,93512
2025-02-21 20:00:00+00:00,2025-02-21 23:59:59.999000+00:00,HYPE,4h,24.206,25.145,24.084,25.058,1328630.41,43859
2025-02-22 00:00:00+00:00,2025-02-22 03:59:59.999000+00:00,HYPE,4h,25.047,25.188,24.601,24.832,635080.93,23731
2025-02-22 04:00:00+00:00,2025-02-22 07:59:59.999000+00:00,HYPE,4h,24.832,24.858,24.381,24.434,397269.18,20231
2025-02-22 08:00:00+00:00,2025-02-22 11:59:59.999000+00:00,HYPE,4h,24.435,24.621,24.22,24.564,402210.39,23227
2025-02-22 12:00:00+00:00,2025-02-22 15:59:59.999000+00:00,HYPE,4h,24.563,24.775,24.491,24.658,477906.02,20583
2025-02-22 16:00:00+00:00,2025-02-22 19:59:59.999000+00:00,HYPE,4h,24.653,24.826,24.4,24.814,513853.76,20217
2025-02-22 20:00:00+00:00,2025-02-22 23:59:59.999000+00:00,HYPE,4h,24.824,25.062,24.73,24.741,364615.51,13028
2025-02-23 00:00:00+00:00,2025-02-23 03:59:59.999000+00:00,HYPE,4h,24.789,24.813,24.231,24.323,580845.46,24711
2025-02-23 04:00:00+00:00,2025-02-23 07:59:59.999000+00:00,HYPE,4h,24.325,24.476,24.106,24.408,432207.94,17906
2025-02-23 08:00:00+00:00,2025-02-23 11:59:59.999000+00:00,HYPE,4h,24.408,24.429,23.65,23.73,595561.68,20633
2025-02-23 12:00:00+00:00,2025-02-23 15:59:59.999000+00:00,HYPE,4h,23.73,23.895,23.37,23.517,717019.83,25537
2025-02-23 16:00:00+00:00,2025-02-23 19:59:59.999000+00:00,HYPE,4h,23.536,23.98,23.35,23.566,662999.82,24361
2025-02-23 20:00:00+00:00,2025-02-23 23:59:59.999000+00:00,HYPE,4h,23.57,23.609,22.8,23.164,986488.27,26642
2025-02-24 00:00:00+00:00,2025-02-24 03:59:59.999000+00:00,HYPE,4h,23.179,23.5,22.189,22.276,1626994.09,50114
2025-02-24 04:00:00+00:00,2025-02-24 07:59:59.999000+00:00,HYPE,4h,22.28,22.4,21.36,21.584,2382900.61,57724
2025-02-24 08:00:00+00:00,2025-02-24 11:59:59.999000+00:00,HYPE,4h,21.586,21.959,20.837,21.939,2031158.75,60549
2025-02-24 12:00:00+00:00,2025-02-24 15:59:59.999000+00:00,HYPE,4h,21.939,22.225,20.812,21.247,2267913.07,60539
2025-02-24 16:00:00+00:00,2025-02-24 19:59:59.999000+00:00,HYPE,4h,21.248,21.833,20.5,20.593,1689320.2,45921
2025-02-24 20:00:00+00:00,2025-02-24 23:59:59.999000+00:00,HYPE,4h,20.593,20.942,19.835,19.902,3456948.78,77011
2025-02-25 00:00:00+00:00,2025-02-25 03:59:59.999000+00:00,HYPE,4h,19.902,20.32,17.586,18.531,8102569.09,140893
2025-02-25 04:00:00+00:00,2025-02-25 07:59:59.999000+00:00,HYPE,4h,18.51,19.382,17.774,18.713,4812118.31,99682
2025-02-25 08:00:00+00:00,2025-02-25 11:59:59.999000+00:00,HYPE,4h,18.72,19.263,17.036,18.61,4825608.85,101857
2025-02-25 12:00:00+00:00,2025-02-25 15:59:59.999000+00:00,HYPE,4h,18.61,19.85,18.03,19.567,3929560.33,81877
2025-02-25 16:00:00+00:00,2025-02-25 19:59:59.999000+00:00,HYPE,4h,19.559,19.918,18.8,19.793,2584974.43,57214
2025-02-25 20:00:00+00:00,2025-02-25 23:59:59.999000+00:00,HYPE,4h,19.787,20.846,19.7,20.219,2613296.96,54013
2025-02-26 00:00:00+00:00,2025-02-26 03:59:59.999000+00:00,HYPE,4h,20.219,21.479,20.052,20.754,2098761.45,44761
2025-02-26 04:00:00+00:00,2025-02-26 07:59:59.999000+00:00,HYPE,4h,20.759,21.2,20.402,20.539,1328968.49,32961
2025-02-26 08:00:00+00:00,2025-02-26 11:59:59.999000+00:00,HYPE,4h,20.538,20.644,19.407,20.054,1397821.22,35920
2025-02-26 12:00:00+00:00,2025-02-26 15:59:59.999000+00:00,HYPE,4h,20.055,20.63,19.157,20.164,2240893.26,57296
2025-02-26 16:00:00+00:00,2025-02-26 19:59:59.999000+00:00,HYPE,4h,20.164,20.403,18.534,18.74,2681339.12,61263
2025-02-26 20:00:00+00:00,2025-02-26 23:59:59.999000+00:00,HYPE,4h,18.74,20.158,18.45,19.578,2738121.45,62290
2025-02-27 00:00:00+00:00,2025-02-27 03:59:59.999000+00:00,HYPE,4h,19.58,20.886,19.569,20.221,1541596.02,41714
2025-02-27 04:00:00+00:00,2025-02-27 07:59:59.999000+00:00,HYPE,4h,20.221,20.954,19.827,20.759,1204134.48,34223
2025-02-27 08:00:00+00:00,2025-02-27 11:59:59.999000+00:00,HYPE,4h,20.759,21.23,20.382,20.761,929366.11,27565
2025-02-27 12:00:00+00:00,2025-02-27 15:59:59.999000+00:00,HYPE,4h,20.757,20.772,20.0,20.421,1211365.82,32847
2025-02-27 16:00:00+00:00,2025-02-27 19:59:59.999000+00:00,HYPE,4h,20.417,20.668,19.844,20.205,932591.41,28985
2025-02-27 20:00:00+00:00,2025-02-27 23:59:59.999000+00:00,HYPE,4h,20.207,20.929,19.664,20.915,1445381.74,39613
2025-02-28 00:00:00+00:00,2025-02-28 03:59:59.999000+00:00,HYPE,4h,20.915,20.923,18.707,18.746,3423075.69,68452
2025-02-28 04:00:00+00:00,2025-02-28 07:59:59.999000+00:00,HYPE,4h,18.745,19.436,18.5,19.023,2263135.48,49707
2025-02-28 08:00:00+00:00,2025-02-28 11:59:59.999000+00:00,HYPE,4h,19.019,19.838,18.87,19.512,1331086.43,36778
2025-02-28 12:00:00+00:00,2025-02-28 15:59:59.999000+00:00,HYPE,4h,19.513,20.52,19.309,20.025,2325145.03,54035
2025-02-28 16:00:00+00:00,2025-02-28 19:59:59.999000+00:00,HYPE,4h,20.024,20.116,19.05,19.782,1541067.06,37734
2025-02-28 20:00:00+00:00,2025-02-28 23:59:59.999000+00:00,HYPE,4h,19.781,20.129,19.478,19.939,1156902.54,29054
2025-03-01 00:00:00+00:00,2025-03-01 03:59:59.999000+00:00,HYPE,4h,19.946,20.46,19.573,20.46,873620.97,21833
2025-03-01 04:00:00+00:00,2025-03-01 07:59:59.999000+00:00,HYPE,4h,20.459,20.501,19.852,20.02,868273.56,20765
2025-03-01 08:00:00+00:00,2025-03-01 11:59:59.999000+00:00,HYPE,4h,20.017,20.211,18.948,19.328,934068.88,26174
2025-03-01 12:00:00+00:00,2025-03-01 15:59:59.999000+00:00,HYPE,4h,19.328,19.512,18.983,19.326,629392.82,20923
2025-03-01 16:00:00+00:00,2025-03-01 19:59:59.999000+00:00,HYPE,4h,19.326,19.423,18.83,19.279,689008.14,21137
2025-03-01 20:00:00+00:00,2025-03-01 23:59:59.999000+00:00,HYPE,4h,19.279,19.659,19.185,19.599,385133.95,13580
2025-03-02 00:00:00+00:00,2025-03-02 03:59:59.999000+00:00,HYPE,4h,19.598,19.951,19.496,19.784,585687.31,17389
2025-03-02 04:00:00+00:00,2025-03-02 07:59:59.999000+00:00,HYPE,4h,19.779,19.967,19.353,19.504,329798.67,13538
2025-03-02 08:00:00+00:00,2025-03-02 11:59:59.999000+00:00,HYPE,4h,19.506,19.775,19.213,19.214,391039.87,15487
2025-03-02 12:00:00+00:00,2025-03-02 15:59:59.999000+00:00,HYPE,4h,19.214,19.437,18.23,18.961,2656156.84,56079
2025-03-02 16:00:00+00:00,2025-03-02 19:59:59.999000+00:00,HYPE,4h,18.964,21.014,18.819,20.235,4502230.4,94371
2025-03-02 20:00:00+00:00,2025-03-02 23:59:59.999000+00:00,HYPE,4h,20.235,21.034,19.505,20.531,2621846.26,59079
2025-03-03 00:00:00+00:00,2025-03-03 03:59:59.999000+00:00,HYPE,4h,20.538,21.099,19.701,20.094,2338555.04,61033
2025-03-03 04:00:00+00:00,2025-03-03 07:59:59.999000+00:00,HYPE,4h,20.095,20.593,19.146,19.446,1719483.47,45884
2025-03-03 08:00:00+00:00,2025-03-03 11:59:59.999000+00:00,HYPE,4h,19.446,19.528,18.965,19.358,1266361.85,32018
2025-03-03 12:00:00+00:00,2025-03-03 15:59:59.999000+00:00,HYPE,4h,19.361,20.007,18.848,19.163,1880584.91,43734
2025-03-03 16:00:00+00:00,2025-03-03 19:59:59.999000+00:00,HYPE,4h,19.158,19.29,17.437,17.814,3810661.39,86428
2025-03-03 20:00:00+00:00,2025-03-03 23:59:59.999000+00:00,HYPE,4h,17.805,18.167,17.44,17.901,2075645.24,49701
2025-03-04 00:00:00+00:00,2025-03-04 03:59:59.999000+00:00,HYPE,4h,17.897,18.126,15.77,16.504,6169569.96,100464
2025-03-04 04:00:00+00:00,2025-03-04 07:59:59.999000+00:00,HYPE,4h,16.506,16.749,15.79,16.071,2307577.56,55585
2025-03-04 08:00:00+00:00,2025-03-04 11:59:59.999000+00:00,HYPE,4h,16.071,16.693,15.361,16.247,3529291.19,54797
2025-03-04 12:00:00+00:00,2025-03-04 15:59:59.999000+00:00,HYPE,4h,16.249,16.703,15.556,16.357,3634353.98,62630
2025-03-04 16:00:00+00:00,2025-03-04 19:59:59.999000+00:00,HYPE,4h,16.356,17.668,15.751,17.479,3006950.62,58177
2025-03-04 20:00:00+00:00,2025-03-04 23:59:59.999000+00:00,HYPE,4h,17.478,17.726,16.724,17.1,1959535.09,38324
2025-03-05 00:00:00+00:00,2025-03-05 03:59:59.999000+00:00,HYPE,4h,17.09,17.921,16.922,17.212,1829889.12,31332
2025-03-05 04:00:00+00:00,2025-03-05 07:59:59.999000+00:00,HYPE,4h,17.206,17.286,16.551,17.138,1362526.76,32821
2025-03-05 08:00:00+00:00,2025-03-05 11:59:59.999000+00:00,HYPE,4h,17.138,17.902,17.034,17.353,1487466.73,34565
2025-03-05 12:00:00+00:00,2025-03-05 15:59:59.999000+00:00,HYPE,4h,17.352,17.726,16.756,16.848,1549013.16,34573
2025-03-05 16:00:00+00:00,2025-03-05 19:59:59.999000+00:00,HYPE,4h,16.849,17.274,16.321,17.258,1600243.52,36762
2025-03-05 20:00:00+00:00,2025-03-05 23:59:59.999000+00:00,HYPE,4h,17.258,17.451,16.9,17.187,945314.66,22775
2025-03-06 00:00:00+00:00,2025-03-06 03:59:59.999000+00:00,HYPE,4h,17.187,17.4,16.697,17.177,846920.75,22797
2025-03-06 04:00:00+00:00,2025-03-06 07:59:59.999000+00:00,HYPE,4h,17.18,17.583,16.743,16.754,1272393.3,26038
2025-03-06 08:00:00+00:00,2025-03-06 11:59:59.999000+00:00,HYPE,4h,16.754,17.294,16.721,17.029,949593.64,20875
2025-03-06 12:00:00+00:00,2025-03-06 15:59:59.999000+00:00,HYPE,4h,17.029,17.07,15.861,16.129,2178428.0,39817
2025-03-06 16:00:00+00:00,2025-03-06 19:59:59.999000+00:00,HYPE,4h,16.129,16.221,14.997,15.333,4317402.71,67375
2025-03-06 20:00:00+00:00,2025-03-06 23:59:59.999000+00:00,HYPE,4h,15.339,15.693,15.11,15.387,2090497.49,45098
2025-03-07 00:00:00+00:00,2025-03-07 03:59:59.999000+00:00,HYPE,4h,15.389,16.464,14.612,15.723,5524254.42,75720
2025-03-07 04:00:00+00:00,2025-03-07 07:59:59.999000+00:00,HYPE,4h,15.723,16.312,15.5,16.311,1093414.46,20354
2025-03-07 08:00:00+00:00,2025-03-07 11:59:59.999000+00:00,HYPE,4h,16.312,16.327,15.66,15.852,920096.85,23549
2025-03-07 12:00:00+00:00,2025-03-07 15:59:59.999000+00:00,HYPE,4h,15.851,16.293,15.313,15.547,3051053.67,51201
2025-03-07 16:00:00+00:00,2025-03-07 19:59:59.999000+00:00,HYPE,4h,15.549,15.982,15.118,15.777,1704375.14,35311
2025-03-07 20:00:00+00:00,2025-03-07 23:59:59.999000+00:00,HYPE,4h,15.777,16.005,15.025,15.128,1512477.43,33420
2025-03-08 00:00:00+00:00,2025-03-08 03:59:59.999000+00:00,HYPE,4h,15.133,15.899,15.054,15.416,1129111.29,26936
2025-03-08 04:00:00+00:00,2025-03-08 07:59:59.999000+00:00,HYPE,4h,15.416,16.026,15.32,15.97,626456.4,18755
2025-03-08 08:00:00+00:00,2025-03-08 11:59:59.999000+00:00,HYPE,4h,15.969,16.005,15.559,15.6,542980.76,15937
2025-03-08 12:00:00+00:00,2025-03-08 15:59:59.999000+00:00,HYPE,4h,15.598,16.089,15.37,15.966,737630.33,17338
2025-03-08 16:00:00+00:00,2025-03-08 19:59:59.999000+00:00,HYPE,4h,15.963,15.98,15.473,15.792,731893.22,17887
2025-03-08 20:00:00+00:00,2025-03-08 23:59:59.999000+00:00,HYPE,4h,15.792,15.793,15.023,15.122,836225.88,19416
2025-03-09 00:00:00+00:00,2025-03-09 03:59:59.999000+00:00,HYPE,4h,15.122,15.5,15.048,15.49,514190.53,14351
2025-03-09 04:00:00+00:00,2025-03-09 07:59:59.999000+00:00,HYPE,4h,15.49,15.582,15.19,15.274,475437.48,11770
2025-03-09 08:00:00+00:00,2025-03-09 11:59:59.999000+00:00,HYPE,4h,15.273,15.306,14.823,14.94,804350.54,16759
2025-03-09 12:00:00+00:00,2025-03-09 15:59:59.999000+00:00,HYPE,4h,14.941,15.24,14.506,14.874,2519378.89,39074
2025-03-09 16:00:00+00:00,2025-03-09 19:59:59.999000+00:00,HYPE,4h,14.871,15.126,14.4,15.053,2437818.8,40016
2025-03-09 20:00:00+00:00,2025-03-09 23:59:59.999000+00:00,HYPE,4h,15.052,15.208,14.234,14.435,2127831.98,35918
2025-03-10 00:00:00+00:00,2025-03-10 03:59:59.999000+00:00,HYPE,4h,14.441,15.1,14.181,14.968,1423546.5,29149
2025-03-10 04:00:00+00:00,2025-03-10 07:59:59.999000+00:00,HYPE,4h,14.968,15.099,14.392,14.688,898077.35,22740
2025-03-10 08:00:00+00:00,2025-03-10 11:59:59.999000+00:00,HYPE,4h,14.691,15.164,14.262,15.128,1426235.56,29391
2025-03-10 12:00:00+00:00,2025-03-10 15:59:59.999000+00:00,HYPE,4h,15.149,15.384,14.109,14.303,2943867.91,50258
2025-03-10 16:00:00+00:00,2025-03-10 19:59:59.999000+00:00,HYPE,4h,14.301,14.325,13.25,14.043,4910091.68,62346
2025-03-10 20:00:00+00:00,2025-03-10 23:59:59.999000+00:00,HYPE,4h,14.034,14.295,13.449,13.465,1962078.88,36440
2025-03-11 00:00:00+00:00,2025-03-11 03:59:59.999000+00:00,HYPE,4h,13.473,14.081,13.0,13.926,3535246.82,59202
2025-03-11 04:00:00+00:00,2025-03-11 07:59:59.999000+00:00,HYPE,4h,13.927,14.39,13.853,14.285,903449.55,21653
2025-03-11 08:00:00+00:00,2025-03-11 11:59:59.999000+00:00,HYPE,4h,14.285,14.648,14.154,14.36,1548635.51,32856
2025-03-11 12:00:00+00:00,2025-03-11 15:59:59.999000+00:00,HYPE,4h,14.36,14.429,13.433,14.331,2496083.35,42104
2025-03-11 16:00:00+00:00,2025-03-11 19:59:59.999000+00:00,HYPE,4h,14.336,14.755,13.726,14.3,2662260.65,41375
2025-03-11 20:00:00+00:00,2025-03-11 23:59:59.999000+00:00,HYPE,4h,14.3,14.352,13.617,13.795,1425533.31,25055
2025-03-12 00:00:00+00:00,2025-03-12 03:59:59.999000+00:00,HYPE,4h,13.781,14.179,13.577,13.598,869550.08,17832
2025-03-12 04:00:00+00:00,2025-03-12 07:59:59.999000+00:00,HYPE,4h,13.599,13.854,13.427,13.848,1078779.93,19317
2025-03-12 08:00:00+00:00,2025-03-12 11:59:59.999000+00:00,HYPE,4h,13.85,14.086,12.412,13.826,8679091.27,108648
2025-03-12 12:00:00+00:00,2025-03-12 15:59:59.999000+00:00,HYPE,4h,13.825,14.244,12.533,12.971,4779985.01,66398
2025-03-12 16:00:00+00:00,2025-03-12 19:59:59.999000+00:00,HYPE,4h,12.972,13.478,12.75,12.89,3136784.9,43685
2025-03-12 20:00:00+00:00,2025-03-12 23:59:59.999000+00:00,HYPE,4h,12.89,13.365,12.749,13.178,1352170.0,24412
2025-03-13 00:00:00+00:00,2025-03-13 03:59:59.999000+00:00,HYPE,4h,13.178,13.7,12.902,13.258,1456261.42,26078
2025-03-13 04:00:00+00:00,2025-03-13 07:59:59.999000+00:00,HYPE,4h,13.262,13.382,12.364,12.518,3519858.8,46144
2025-03-13 08:00:00+00:00,2025-03-13 11:59:59.999000+00:00,HYPE,4h,12.527,12.846,12.181,12.513,2246196.33,33211
2025-03-13 12:00:00+00:00,2025-03-13 15:59:59.999000+00:00,HYPE,4h,12.514,12.65,12.11,12.343,3492452.52,50722
2025-03-13 16:00:00+00:00,2025-03-13 19:59:59.999000+00:00,HYPE,4h,12.343,13.004,12.15,12.285,3015983.49,40564
2025-03-13 20:00:00+00:00,2025-03-13 23:59:59.999000+00:00,HYPE,4h,12.293,12.672,12.096,12.33,1500420.45,25968
2025-03-14 00:00:00+00:00,2025-03-14 03:59:59.999000+00:00,HYPE,4h,12.335,12.897,12.293,12.78,1075126.97,19195
2025-03-14 04:00:00+00:00,2025-03-14 07:59:59.999000+00:00,HYPE,4h,12.782,13.7,12.768,13.7,1810287.14,28425
2025-03-14 08:00:00+00:00,2025-03-14 11:59:59.999000+00:00,HYPE,4h,13.697,14.09,13.371,14.068,2427053.87,35297
2025-03-14 12:00:00+00:00,2025-03-14 15:59:59.999000+00:00,HYPE,4h,14.062,14.365,13.618,14.285,2727863.05,40719
2025-03-14 16:00:00+00:00,2025-03-14 19:59:59.999000+00:00,HYPE,4h,14.278,14.524,14.084,14.444,1611632.84,24965
2025-03-14 20:00:00+00:00,2025-03-14 23:59:59.999000+00:00,HYPE,4h,14.446,14.446,13.75,13.798,1292672.87,19219
2025-03-15 00:00:00+00:00,2025-03-15 03:59:59.999000+00:00,HYPE,4h,13.79,14.297,13.761,14.295,558616.41,12080
2025-03-15 04:00:00+00:00,2025-03-15 07:59:59.999000+00:00,HYPE,4h,14.295,14.735,14.057,14.379,1128015.93,21097
2025-03-15 08:00:00+00:00,2025-03-15 11:59:59.999000+00:00,HYPE,4h,14.379,14.558,14.201,14.26,521964.46,12271
2025-03-15 12:00:00+00:00,2025-03-15 15:59:59.999000+00:00,HYPE,4h,14.262,14.77,14.25,14.54,882590.3,17718
2025-03-15 16:00:00+00:00,2025-03-15 19:59:59.999000+00:00,HYPE,4h,14.543,14.816,14.222,14.425,1022102.14,18943
2025-03-15 20:00:00+00:00,2025-03-15 23:59:59.999000+00:00,HYPE,4h,14.426,14.6,14.304,14.383,353422.82,10124
2025-03-16 00:00:00+00:00,2025-03-16 03:59:59.999000+00:00,HYPE,4h,14.39,14.418,13.877,14.114,592605.94,12844
2025-03-16 04:00:00+00:00,2025-03-16 07:59:59.999000+00:00,HYPE,4h,14.112,14.116,13.622,13.812,961439.42,15119
2025-03-16 08:00:00+00:00,2025-03-16 11:59:59.999000+00:00,HYPE,4h,13.814,13.833,13.363,13.363,748663.29,13615
2025-03-16 12:00:00+00:00,2025-03-16 15:59:59.999000+00:00,HYPE,4h,13.362,13.57,13.2,13.376,1043708.77,18583
2025-03-16 16:00:00+00:00,2025-03-16 19:59:59.999000+00:00,HYPE,4h,13.367,13.62,13.061,13.128,1189392.15,20979
2025-03-16 20:00:00+00:00,2025-03-16 23:59:59.999000+00:00,HYPE,4h,13.131,13.334,12.805,12.976,1016094.18,16923
2025-03-17 00:00:00+00:00,2025-03-17 03:59:59.999000+00:00,HYPE,4h,12.976,13.583,12.955,13.508,939360.14,17719
2025-03-17 04:00:00+00:00,2025-03-17 07:59:59.999000+00:00,HYPE,4h,13.508,13.686,13.252,13.606,662806.48,16357
2025-03-17 08:00:00+00:00,2025-03-17 11:59:59.999000+00:00,HYPE,4h,13.602,14.057,13.502,13.968,1168765.04,21251
2025-03-17 12:00:00+00:00,2025-03-17 15:59:59.999000+00:00,HYPE,4h,13.97,14.008,13.477,13.689,1366980.36,25819
2025-03-17 16:00:00+00:00,2025-03-17 19:59:59.999000+00:00,HYPE,4h,13.688,13.793,13.474,13.64,1273191.88,20294
2025-03-17 20:00:00+00:00,2025-03-17 23:59:59.999000+00:00,HYPE,4h,13.643,13.663,13.13,13.255,813932.99,14899
2025-03-18 00:00:00+00:00,2025-03-18 03:59:59.999000+00:00,HYPE,4h,13.259,13.28,12.879,13.2,1256827.06,22537
2025-03-18 04:00:00+00:00,2025-03-18 07:59:59.999000+00:00,HYPE,4h,13.202,13.41,12.884,13.341,866199.01,18696
2025-03-18 08:00:00+00:00,2025-03-18 11:59:59.999000+00:00,HYPE,4h,13.342,13.49,13.196,13.349,834506.08,16110
2025-03-18 12:00:00+00:00,2025-03-18 15:59:59.999000+00:00,HYPE,4h,13.343,13.404,12.993,13.228,948722.27,20376
2025-03-18 16:00:00+00:00,2025-03-18 19:59:59.999000+00:00,HYPE,4h,13.23,13.579,13.197,13.496,624728.64,14696
2025-03-18 20:00:00+00:00,2025-03-18 23:59:59.999000+00:00,HYPE,4h,13.503,14.34,13.33,14.179,1518249.3,29890
2025-03-19 00:00:00+00:00,2025-03-19 03:59:59.999000+00:00,HYPE,4h,14.171,14.55,13.791,13.965,1433846.65,29408
2025-03-19 04:00:00+00:00,2025-03-19 07:59:59.999000+00:00,HYPE,4h,13.962,14.466,13.88,14.305,687921.29,19818
2025-03-19 08:00:00+00:00,2025-03-19 11:59:59.999000+00:00,HYPE,4h,14.304,15.156,14.304,15.141,2956218.3,47754
2025-03-19 12:00:00+00:00,2025-03-19 15:59:59.999000+00:00,HYPE,4h,15.146,15.395,14.782,15.089,2469339.47,40593
2025-03-19 16:00:00+00:00,2025-03-19 19:59:59.999000+00:00,HYPE,4h,15.101,15.268,14.396,15.006,3289049.44,59878
2025-03-19 20:00:00+00:00,2025-03-19 23:59:59.999000+00:00,HYPE,4h,15.006,15.787,14.983,15.61,1789519.44,33648
2025-03-20 00:00:00+00:00,2025-03-20 03:59:59.999000+00:00,HYPE,4h,15.617,15.799,14.889,14.968,1534756.63,28914
2025-03-20 04:00:00+00:00,2025-03-20 07:59:59.999000+00:00,HYPE,4h,14.971,15.029,14.667,14.866,902543.64,20841
2025-03-20 08:00:00+00:00,2025-03-20 11:59:59.999000+00:00,HYPE,4h,14.867,15.117,14.495,14.823,1024687.91,21764
2025-03-20 12:00:00+00:00,2025-03-20 15:59:59.999000+00:00,HYPE,4h,14.825,15.15,14.526,14.604,1163582.83,26166
2025-03-20 16:00:00+00:00,2025-03-20 19:59:59.999000+00:00,HYPE,4h,14.606,14.683,13.939,14.347,2151111.93,35777
2025-03-20 20:00:00+00:00,2025-03-20 23:59:59.999000+00:00,HYPE,4h,14.347,14.42,13.94,14.145,748667.35,14778
2025-03-21 00:00:00+00:00,2025-03-21 03:59:59.999000+00:00,HYPE,4h,14.144,14.542,14.133,14.429,532896.81,14177
2025-03-21 04:00:00+00:00,2025-03-21 07:59:59.999000+00:00,HYPE,4h,14.423,14.556,14.11,14.233,511301.85,14133
2025-03-21 08:00:00+00:00,2025-03-21 11:59:59.999000+00:00,HYPE,4h,14.233,14.374,14.03,14.217,875652.62,20166
2025-03-21 12:00:00+00:00,2025-03-21 15:59:59.999000+00:00,HYPE,4h,14.213,14.535,13.871,14.334,1619065.76,31587
